"University Name,School Name,Program  Title",Program Type,Tuition,Program Length,Program Start,Delivery Method,Email,Phone Number,Address,Program Information
Fordham University�s Gabelli School of Business: MS in Global Finance,"Finance, Global/International Business","$48,672",1 year,Fall,On-Campus,hovakimian@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 45 Columbus Ave Room 622, New York, New York 10023",http://www.fordham.edu/info/21536/global_finance
Fordham University�s Gabelli School of Business: MS in Information Systems,Information Systems,"$40,560",1 year,Fall,On-Campus,saharia@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 604 D. Lowenstein Hall, 113 West 60th Street, New York, New York 11357",https://www.fordham.edu/info/23706/information_systems
Fordham University�s Gabelli School of Business: MS in Investor Relations,Investor Relations,"$52,728",16 months,Fall,On-Campus,horton@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 45 Columbus Ave Room 513, New York, New York 10023",https://www.fordham.edu/info/22947/investor_relations
Fordham University�s Gabelli School of Business: MS in Marketing Intelligence,Marketing,"$53,720",3 Consecutive Trimesters,Spetember,On-Campus,msmi@fordham.edu,212-636-6207,"Fordham University, Gabelli School of Business, 617-A Lowenstein Hall, 140 W 62nd St., New York, New York 10023",https://www.fordham.edu/info/23370/marketing_intelligence
Fordham University�s Gabelli School of Business: MS in Media Management,Media Management,"$50,292",3 semesters,Fall,On-Campus,johncarey@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 113 West 60th Street, New York, New York 10023",https://www.fordham.edu/info/24012/media_management
Fordham University�s Gabelli School of Business: MS in Nonprofit Leadership,Nonprofit Leadership,"$40,560",3 semesters,Fall,On-Campus,blackburn@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 113 West 60th Street, New York, New York 10023",http://www.fordham.edu/info/20359/master_of_science_in_nonprofit_leadership
Fordham University�s Gabelli School of Business: MS in Quantitative Finance,Finance,"$53,775","12, 18, 24 months","Fall, Spring, Summer",On-Campus,blackburn@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 45 Columbus Ave Room 609, New York, New York 10023",https://www.fordham.edu/info/24010/quantitative_finance
Fordham University�s Gabelli School of Business: MS in Taxation,Taxation,"$40,560",12 months,"Fall, Spring, Summer",On-Campus,brodie@fordham.edu,212-636-6000,"Fordham University, Gabelli School of Business, 113 West 60th Street, Room 623A, New York, New York 10023",https://www.fordham.edu/info/24011/taxation
George Washington University School of Business: Master of Accountancy,Accounting,"$49,650",9 months,"Fall, Spirng",On-Campus,business@gwu.edu,202-994-3879,"Funger Hall, Suite 601, 2201 G St. NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/master-of-accountancy/
George Washington University School of Business: MS in Business Analytics,Analytics & Data Science,"$54,615",1 year,Fall,On-Campus,business@gwu.edu,202-994-6145,"MS in Business Analytics, Funger Hall, Suite 415, 2201 G St. NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/m-s-in-business-analytics/
George Washington University School of Business: MS in Finance,Finance,"$77,280",12 - 24 months,Fall,On-Campus,jabbour@gwu.edu,202-994-3879,"Funger Hall, Suite 501, 2201 G St. NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/m-s-in-finance/
George Washington University School of Business: MS in Government Contracts,Government Contracts,"$59,580",16 months or 24 months,"Fall, Spring, or Summer",On-Campus,business@gwu.edu,202-994-1212,"Duques Hall, Suite 550, 2201 G Street NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/m-s-in-government-contracts/
George Washington University School of Business: MS in Information Systems Technology,"Information Systems, Technology","$50,985",12 months or 17 months,Fall,"On-Campus, Online",business@gwu.edu,202-994-6145,"Duques Hall, Suite 550, 2201 G Street NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/m-s-information-systems-technology/
George Washington University School of Business: MS in Tourism Administration,Tourism Administration,"$59,580",16-24 months,Fall and Spring,"Blended, On-Campus",business@gwu.edu,202-994-1212,"George Washington University Graduate Business Admissions, 2201 G Street NW, Duques Hall Suite 550, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/master-of-tourism-administration/
George Washington University School of Business: Project Management,Management,"$55,620",18-24 months or 30-48 months,Spring or Fall,On-Campus,business@gwu.edu,202-994-6145,"Funger Hall, Suite 415, 2201 G St. NW, Washington, District of Columbia 20052",http://business.gwu.edu/programs/specialized-masters/mspm/
George Washington University: MS in Engineering Management,"Engineering, Management","$32,220",3 years,"Spring 1 (Jan), Spring 2 (Mar), Summer (Jun), Fall 1 (Aug), Fall 2 (Oct)",Online,onlineeng@gwu.edu,877-221-9868,"1 Old Oyster Point Road, Suite 220, Newport News, Virginia 23602",https://engineering.gwu.edu/online-programs/ms-in-engineering-management/
George Washington University�s School of Business: Master of Tourism Administration,"Hospitality, Tourism Administration","$1,710 per credit; $61,560 for 36 credits",18 months,,"On-Campus, Online",business@gwu.edu,202-994-6825,"Duqu�s Hall 2201 G Street NW, Washington, District of Columbia 20052",https://business.gwu.edu/academics/programs/specialized-masters/mta
Georgetown University Department of Economics: Masters in Applied Economics,Economics,"$61,950",1-2 years,Fall,On-Campus,econdesk@georgetown.edu,202-687-5601,"Intercultural Center 580, 37th & O Streets N.W., Washington, District of Columbia 20057-1036",https://econ.georgetown.edu/masters-in-applied-economics
Georgetown University School of Continuing Studies: MS in Real Estate,Real Estate,"$44,385",2-5 years,"Fall, Spring, or Summer",Blended,ks1357@georgetown.edu,202-687-5832,"Admissions Advisor: Kristen Solberg, 640 Massachusetts Ave. NW, Washington, District of Columbia 20001",https://scs.georgetown.edu/programs/71/master-of-professional-studies-in-real-estate/
Georgetown University�s McDonough School of Business: Executive Master�s in Leadership,Leadership,"$77,088",12 months,June,On-Campus,emlprogram@georgetown.edu,202-687-4055,"Executive Master's In Leadership, Georgetown University, McDonough School of Business, Rafik Hariri Building, 474 37th St NW & O St NW",https://msb.georgetown.edu/executive-masters-in-leadership
Georgetown University�s McDonough School of Business: MS in Finance,Finance,"$75,360 (Part-Time) $84,780 ( Full-Time)",21 months,Fall,"Blended, Online",msfadmissions@georgetown.edu,866-531-4825,"McDonough School of Business, Hariri Building, 37th and O Streets NW, Washington, District of Columbia 20057",https://msbonline.georgetown.edu/
Georgetown University�s McDonough School of Business: MS in Management,"Innovation, Management, Technology","$55,000",10 months,July,On-Campus,mimprogram@georgetown.edu,202-687-1516,"Emily Dixon, 3700 O St. NW, Rafik B. Hariri Building Suite 474",https://msb.georgetown.edu/degree-programs/masters-in-management/
Georgia State University�s J. Mack Robinson College of Business: Master of Accountancy (Cohort),Accounting,"$37,500 In-State, $42,500 Out-of-State",16 months,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/cohort-master-of-professional-accountancy/
Georgia State University�s J. Mack Robinson College of Business: Master of Accountancy (Flexible),Accounting,"$22,164, In-State, $46,394 Out-of-State",3 semesters or up to 5 years,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/flexible-master-of-professional-accountancy/
Georgia State University�s J. Mack Robinson College of Business: MS in Analytics,Analytics & Data Science,"$39,000 In-State, $44,000 Out-of-State",12 - 24 months,Fall,On-Campus,lfortner@gsu.edu,404-413-7148,"Georgia State University, Buckhead Center Tower Place 200, 3348 Peachtree Road Suite 838, Atlanta, Georgia 30326",https://poetsandquants.com/school-profile/georgia-state-universitys-j-mack-robinson-college-business/?pq-directory-type=school-profile&ranking-type=us-mba
Georgia State University�s J. Mack Robinson College of Business: MS in Finance,Finance,"$37,500 In-State, $42,500 Out-of-State",1.5 - 2 Years,Fall,On-Campus,owise@gsu.edu,404-413-7271,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302",http://robinson.gsu.edu/masters-programs/ms-in-finance/
Georgia State University�s J. Mack Robinson College of Business: MS in Global Hospitality Management,"Global/International Business, Hospitality","$37,500 In-State, $42,500 Out-of-State",One Year,Fall,On-Campus,gsami1@gsu.edu,404-413-7145,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302-3988",http://robinson.gsu.edu/masters-programs/master-of-global-hospitality-management/
Georgia State University�s J. Mack Robinson College of Business: MS in Health Administration,Healthcare Administration,"$41,100 In-State, $46,000 Out-of-State",16 months,Fall,On-Campus,owise@gsu.edu,404-413-7271,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302",http://robinson.gsu.edu/masters-programs/ms-in-health-administration/
Georgia State University�s J. Mack Robinson College of Business: MS in Information Systems,Information Systems,"$41,100 In-State, $46,000 Out-of-State",One Year,Fall,On-Campus,rcbgradadmissions@gsu.edu,404-413-7167,"J. Mack Robinson College of Business Office of Graduate Recruiting and Student Services, Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302-3988",http://robinson.gsu.edu/masters-programs/ms-in-information-systems/
Georgia State University�s J. Mack Robinson College of Business: MS in International Business,Global/International Business,"$37,500 In-State, $42,500 Out-of-State",One Year,Fall,On-Campus,gsami1@gsu.edu,404-413-7145,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302-3988",http://robinson.gsu.edu/masters-programs/master-of-international-business/
Georgia State University�s J. Mack Robinson College of Business: MS in Managerial Sciences,Management,"$37,500 In-State, $42,500 Out-of-State",One Year,Fall,On-Campus,gsami1@gsu.edu,404-413-7145,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302-3988",http://robinson.gsu.edu/masters-programs/ms-in-managerial-sciences
Georgia State University�s J. Mack Robinson College of Business: MS in Marketing,Marketing,"$37,500 In-State, $42,500 Out-of-State",One Year,Fall,On-Campus,gsami1@gsu.edu,404-413-7145,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302-3988",http://robinson.gsu.edu/masters-programs/ms-in-marketing/
Georgia State University�s J. Mack Robinson College of Business: MS in Mathematical Risk Management,Risk Management,"$21,524 In-State, $45,794 Out-of-State",3 semesters,Fall,On-Campus,lfortner@gsu.edu,404-413-7148,"Georgia State University, Buckhead Center, 3348 Peachtree Road Suite 838, Atlanta, Georgia 30326",https://poetsandquants.com/school-profile/georgia-state-universitys-j-mack-robinson-college-business/?pq-directory-type=school-profile&ranking-type=us-mba
Georgia State University�s J. Mack Robinson College of Business: MS in Real Estate,Real Estate,"$37,500 In-State, $42,500 Out-of-State",1-2 Years,Fall,On-Campus,owise@gsu.edu,404-413-7271,"Georgia State University, P.O. Box 3988, Atlanta, Georgia 30302",http://robinson.gsu.edu/masters-programs/ms-in-real-estate/
Georgia State University�s J. Mack Robinson College of Business: MS in Taxation,Taxation,"$37,500 In-State, $42,500 Out-of-State",Up to two years,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/master-of-taxation/
Georgia State University�s Robinson College of Business: Cohort Master of Professional Accountancy,Accounting,"$37,500",16 months,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/cohort-master-of-professional-accountancy/
Georgia State University�s Robinson College of Business: Flexible Master of Professional Accountancy,Accounting,"$22,164",3 semesters to 5 years,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/flexible-master-of-professional-accountancy/
Georgia State University�s Robinson College of Business: Master of Actuary Science,Actuary Science,"$21,524",3 semesters,Fall,On-Campus,lfortner@gsu.edu,404-413-7148,"Georgia State University, 3348 Peachtree Road, Suite 838, Atlanta, Georgia 30326",https://poetsandquants.com/school-profile/georgia-state-universitys-j-mack-robinson-college-business/?pq-directory-type=school-profile&ranking-type=us-mba
Georgia State University�s Robinson College of Business: Master of Taxation,Taxation,"$37,500",2 years,Fall,On-Campus,zray@gsu.edu,404-413-7150,"Georgia State University, 3348 Peachtree Road NW, Atlanta, Georgia 30326",http://robinson.gsu.edu/masters-programs/master-of-taxation/
Georgia Tech�s Scheller College of Business: MS in Analytics,Analytics & Data Science,"$8,250",1 year,Fall,Online,jsokol@isye.gatech.edu,,"Admissions office, 800 West Peachtree, Atlanta, Georgia 30308",http://www.analytics.gatech.edu/
Georgia Tech�s Scheller College of Business: MS in Analytics (Online),Analytics & Data Science,"$9,900",24 months,Fall & Spring,Online,omsanlaytics@gatech.edu,404-385-3500,"OMS Analytics Student Services Team, 800 West Peachtree, Atlanta, Georgia 30308",http://www.gatech.edu/academics/degrees/masters/analytics-online-degree-oms-analytics
